user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform,stress_level_num,cluster,segmento
604,21,2.86,10.6,4.85,8.82,3.29,66.03,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
10522,43,4.25,7.16,4.01,1.36,7.42,70.31,High,TikTok,3,3,Alto consumo / Bajo rendimiento
8679,27,1.33,9.13,6.54,3.21,9.91,99.89,High,TikTok,3,3,Alto consumo / Bajo rendimiento
7970,37,1.99,5.91,6.56,2.35,1.89,73.96,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
7143,40,5.24,2.61,7.04,7.32,5.66,89.93,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
1157,17,2.67,4.19,6.62,9.59,6.9,57.83,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
1780,27,2.81,8.75,6.08,6.37,7.31,78.92,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
9159,33,2.15,9.2,4.18,3.92,6.0,51.73,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
6258,30,2.72,2.49,8.08,3.89,9.27,99.31,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
1553,16,1.17,4.47,8.1,5.13,1.11,62.92,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
8485,38,2.78,2.77,4.21,2.34,9.1,48.81,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
3791,15,1.83,2.54,7.76,6.14,1.81,54.32,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
9386,20,3.53,2.01,4.63,1.51,7.45,81.62,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
6220,27,3.09,7.18,4.98,8.67,6.58,66.93,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
8438,23,2.34,4.8,7.57,6.67,8.55,74.6,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
1536,23,1.13,10.71,4.5,2.04,4.25,76.35,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
10723,21,4.64,7.1,5.44,7.8,5.05,49.26,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
1880,30,4.67,7.22,4.44,8.74,8.31,87.81,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
4968,35,2.66,5.65,7.04,2.25,4.75,90.43,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
9360,37,5.55,10.8,6.12,7.95,9.33,64.62,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
1937,17,3.22,11.85,5.28,9.53,2.15,97.96,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
10163,18,3.34,3.67,4.46,7.28,6.48,45.21,High,TikTok,3,0,Alto consumo / Alto rendimiento
10687,24,5.18,10.43,8.78,1.86,7.94,44.26,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
1756,35,3.46,9.74,8.83,9.09,9.91,68.82,High,TikTok,3,0,Alto consumo / Alto rendimiento
1082,38,2.55,10.53,8.08,4.64,8.57,83.66,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
10240,30,2.83,10.07,6.12,3.24,3.74,91.94,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
561,29,0.76,11.42,8.11,9.69,8.04,70.18,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
1166,42,5.06,10.86,8.32,2.4,3.93,46.17,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
2012,44,4.83,2.37,8.0,3.6,8.4,87.96,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
11256,17,3.19,4.87,7.51,8.25,1.39,43.65,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2835,18,5.51,11.84,4.21,6.85,5.72,63.47,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
6081,28,4.78,7.3,4.49,8.42,3.86,98.3,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
4989,23,1.83,11.94,7.69,3.62,4.8,50.49,High,TikTok,3,3,Alto consumo / Bajo rendimiento
11856,41,1.31,2.2,8.11,8.24,7.96,66.19,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
10323,27,0.92,7.44,6.91,2.12,7.38,52.61,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
7457,40,4.56,5.22,6.66,4.77,6.81,51.95,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
4000,18,1.9,3.75,8.44,2.3,7.28,91.98,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
8747,37,2.38,8.61,7.58,4.01,5.62,70.96,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
655,27,2.97,7.66,5.78,2.54,2.02,56.26,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
5159,31,1.17,8.72,4.88,4.92,9.08,48.27,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
6514,33,3.22,7.69,7.45,7.51,7.84,98.93,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
10655,16,1.28,3.99,7.81,7.24,3.75,99.61,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
1344,28,1.03,3.26,6.14,8.42,4.97,62.61,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
5500,40,1.43,5.85,6.52,5.64,5.51,61.47,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
724,38,0.66,5.54,8.91,3.42,5.7,41.53,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
9465,35,4.75,3.51,5.9,3.21,5.27,60.42,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
731,31,1.55,5.8,7.63,6.48,2.84,49.65,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
4059,33,4.68,6.53,6.96,9.18,7.78,74.19,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
4197,44,5.03,7.18,6.78,5.83,3.36,41.13,High,TikTok,3,0,Alto consumo / Alto rendimiento
4100,29,4.73,9.96,8.4,3.41,2.95,40.62,High,TikTok,3,3,Alto consumo / Bajo rendimiento
7590,16,4.71,4.83,7.91,5.07,2.64,54.9,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
4056,34,3.01,5.02,6.38,8.6,3.76,59.4,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
11535,37,4.95,3.3,5.27,5.84,5.71,40.15,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
9020,26,5.15,7.66,5.8,3.45,7.14,92.56,High,TikTok,3,3,Alto consumo / Bajo rendimiento
10034,35,5.82,4.97,8.55,7.59,6.24,76.95,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
9233,19,2.2,4.13,7.69,4.25,3.48,72.19,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
299,41,1.78,9.22,4.36,5.15,2.46,49.55,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
6399,16,5.44,7.97,6.55,8.64,6.56,55.16,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
7989,17,4.39,5.26,6.28,9.03,5.45,66.33,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
6760,42,2.6,8.01,6.35,5.31,2.41,86.2,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2166,23,2.63,11.06,4.09,2.92,5.67,95.03,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
9909,32,1.58,4.77,6.19,9.63,9.37,73.41,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
3638,16,1.47,9.45,8.21,1.42,7.43,65.15,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
445,18,1.67,10.29,8.74,3.15,2.18,67.34,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
1020,40,3.65,7.71,8.78,9.32,3.53,46.1,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
3988,25,2.51,2.4,5.33,7.6,8.55,73.48,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
521,26,4.04,6.81,8.53,6.47,3.78,91.62,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
9406,25,2.38,9.55,4.43,3.72,3.88,78.43,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
8472,16,3.08,4.1,7.17,4.85,6.57,46.2,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
803,24,5.57,9.78,6.0,1.84,3.47,52.5,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
