user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform,stress_level_num,cluster,segmento
2578,27,1.96,10.55,7.87,3.56,8.51,64.6,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
2579,23,3.36,3.5,7.61,1.92,5.8,43.19,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2580,44,2.98,11.46,7.83,2.85,5.95,58.12,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
2581,36,0.56,7.07,6.15,2.59,5.03,45.02,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
2582,42,3.56,11.26,8.97,3.14,4.56,43.16,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
2583,43,4.14,5.37,7.85,3.11,1.25,73.08,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
2584,29,3.76,9.16,6.89,5.32,6.6,82.49,High,TikTok,3,0,Alto consumo / Alto rendimiento
2585,28,4.55,6.83,8.67,3.88,7.9,72.2,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
2586,38,3.64,8.27,8.54,6.04,8.11,44.23,High,TikTok,3,0,Alto consumo / Alto rendimiento
2587,21,0.87,7.04,8.07,4.1,6.62,63.7,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2588,39,1.14,11.67,6.82,8.33,4.07,46.66,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
2589,34,3.78,8.92,6.64,9.56,1.2,79.0,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2590,16,2.01,4.51,5.64,4.64,9.06,89.58,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
2591,21,0.94,11.1,5.25,1.45,4.86,47.0,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
2592,20,2.86,4.94,6.56,3.16,6.41,44.01,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2593,31,3.55,5.72,6.89,1.92,2.75,64.36,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2594,41,2.31,3.02,5.22,4.1,2.28,58.21,High,TikTok,3,3,Alto consumo / Bajo rendimiento
2595,39,4.46,11.0,8.61,6.81,1.78,55.64,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
2596,39,4.04,4.86,6.79,5.67,8.19,52.68,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2597,42,2.33,4.59,6.63,3.19,6.82,59.02,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2598,16,4.65,11.2,6.18,7.91,6.59,97.92,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2599,17,4.07,10.06,4.29,2.18,9.27,91.46,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
2600,19,4.01,3.41,8.41,3.05,2.43,76.08,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2601,19,3.54,9.69,5.58,7.08,2.53,88.03,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
2602,15,0.56,11.13,7.21,2.78,2.71,40.88,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2603,22,4.33,2.79,7.04,7.11,4.81,46.69,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2604,26,2.57,10.25,6.92,9.79,8.87,57.55,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
2605,38,5.68,7.47,6.63,8.48,8.93,78.63,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2606,18,5.0,8.69,4.91,2.44,6.32,93.0,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
2607,27,3.73,6.93,5.4,5.68,6.92,53.87,High,TikTok,3,0,Alto consumo / Alto rendimiento
2608,37,1.89,8.98,6.62,4.8,9.08,48.35,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2609,29,1.62,2.34,7.95,9.93,6.62,90.88,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2610,25,2.37,9.63,6.16,9.68,3.07,64.55,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2611,24,3.12,2.33,5.02,2.14,7.34,81.97,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2612,17,2.13,6.55,4.44,9.18,7.93,72.88,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
2613,36,3.33,3.51,7.32,2.74,6.72,50.55,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2614,28,1.41,10.24,6.12,3.88,3.46,82.03,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2615,30,5.88,5.14,4.63,4.18,4.6,65.25,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2616,24,1.09,6.54,7.37,3.58,5.24,57.26,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2617,43,5.63,6.29,5.04,8.68,2.31,94.16,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2618,24,5.52,9.73,6.55,3.97,5.07,40.36,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
2619,26,3.39,6.81,5.53,8.35,2.45,64.29,High,TikTok,3,0,Alto consumo / Alto rendimiento
2620,44,4.49,9.89,8.66,9.95,5.5,58.03,High,TikTok,3,0,Alto consumo / Alto rendimiento
2621,23,2.9,2.74,5.14,8.57,1.46,43.27,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2622,15,3.97,3.92,6.1,4.12,9.54,44.83,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
2623,19,2.37,7.52,8.8,7.4,3.22,50.34,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2624,34,2.16,11.47,5.59,5.81,5.2,70.3,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
2625,22,3.68,2.75,7.22,8.08,1.29,56.96,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
2626,25,3.24,2.43,5.58,2.38,2.73,90.27,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
2627,26,3.69,3.57,4.55,6.74,7.24,54.4,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2628,15,2.08,8.41,7.14,7.96,2.01,83.21,High,TikTok,3,0,Alto consumo / Alto rendimiento
2629,39,2.52,5.99,8.58,7.85,6.65,52.62,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2630,36,0.96,10.26,6.26,9.67,1.02,42.55,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2631,34,0.79,2.72,7.13,1.53,5.19,55.88,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
2632,42,1.89,3.96,7.04,4.11,7.49,90.25,High,TikTok,3,3,Alto consumo / Bajo rendimiento
2633,39,0.91,5.0,6.08,5.29,9.34,44.94,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2634,25,1.07,8.27,7.07,3.79,5.44,60.67,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2635,19,4.97,8.85,5.3,3.79,8.56,40.48,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
2636,29,0.71,3.24,5.89,2.59,8.22,77.81,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
2637,19,4.12,11.44,6.21,8.32,3.66,96.57,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2638,26,2.0,5.41,8.32,9.17,8.87,63.06,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
2639,19,5.29,9.13,5.74,1.74,6.76,74.62,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
2640,31,3.17,7.24,7.18,2.39,1.94,67.14,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2641,31,2.18,4.23,5.07,3.06,9.45,98.4,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2642,38,3.35,10.46,5.26,5.58,2.59,84.16,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2643,26,2.6,10.18,7.24,8.12,5.23,42.65,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
2644,38,3.6,5.96,7.81,1.64,5.2,46.52,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2645,42,1.13,7.89,6.31,6.73,6.63,68.23,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2646,29,5.98,4.58,5.68,2.34,6.98,77.9,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2647,29,2.84,8.9,8.55,9.74,3.1,57.42,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2648,20,2.42,5.09,4.68,9.09,4.17,80.48,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2649,26,4.41,10.44,7.6,9.55,2.3,74.59,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2650,41,2.5,4.17,7.45,1.96,2.13,66.11,High,TikTok,3,3,Alto consumo / Bajo rendimiento
2651,43,5.08,2.15,7.45,5.39,8.43,74.94,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
2652,34,3.0,4.69,8.68,2.49,7.76,94.99,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
2653,32,4.46,3.91,7.64,6.4,4.98,54.59,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2654,28,1.09,7.08,5.51,3.09,1.86,87.47,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
2655,16,5.15,4.04,5.77,7.94,5.05,40.72,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
2656,23,4.55,9.63,5.96,6.8,3.65,45.09,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2657,19,1.66,4.41,4.15,6.14,8.0,96.98,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2658,34,1.3,9.07,8.57,8.43,1.87,81.86,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
2659,40,2.24,7.78,4.37,5.5,5.06,78.0,High,TikTok,3,0,Alto consumo / Alto rendimiento
2660,43,5.87,11.86,7.5,3.43,6.32,60.04,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2661,15,1.91,12.0,7.65,6.59,9.87,51.06,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
2662,37,3.01,10.7,8.22,9.61,1.81,62.79,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
2663,17,0.67,9.6,6.77,6.41,2.03,75.9,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
2664,20,2.68,5.86,7.63,6.67,9.89,78.06,High,TikTok,3,0,Alto consumo / Alto rendimiento
2665,19,3.64,9.53,5.51,9.41,4.65,50.17,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2666,35,5.74,11.57,7.73,5.64,7.69,66.73,High,TikTok,3,0,Alto consumo / Alto rendimiento
2667,41,3.34,2.23,5.72,9.97,8.05,74.01,High,TikTok,3,0,Alto consumo / Alto rendimiento
2668,19,5.01,7.38,8.51,2.44,3.83,97.6,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2669,15,3.51,4.18,4.82,5.83,2.93,72.97,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
2670,31,0.72,7.58,5.58,2.92,3.48,74.84,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
2671,33,2.23,6.66,6.49,5.08,7.88,85.91,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
2672,28,3.67,7.76,7.88,2.54,8.56,65.13,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
2673,26,5.73,7.51,7.74,3.0,7.3,63.03,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
2674,24,5.23,11.6,5.05,2.9,4.97,75.45,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
2675,34,1.76,7.52,4.72,3.88,3.36,87.0,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2676,35,1.71,10.46,5.52,2.21,4.83,78.25,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2677,32,1.61,5.2,6.42,8.28,9.23,51.17,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2678,38,5.57,6.38,6.7,2.99,8.77,63.86,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
2679,41,5.19,6.7,6.15,4.75,3.91,70.76,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2680,25,4.76,4.79,7.32,1.14,3.95,71.42,High,TikTok,3,3,Alto consumo / Bajo rendimiento
2681,44,2.66,5.8,6.14,1.94,8.02,60.38,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
2682,16,3.27,7.99,8.73,9.07,4.84,71.34,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2683,39,3.05,7.8,5.3,8.53,6.15,80.38,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2684,32,1.89,8.36,7.14,8.57,4.8,68.08,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
2685,43,3.28,5.52,7.06,4.7,3.18,67.08,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2686,39,0.67,5.16,5.41,2.27,2.7,88.09,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2687,21,1.22,8.12,6.06,1.97,2.26,85.41,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
2688,38,5.38,3.33,5.83,6.45,1.1,65.34,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
2689,29,4.63,4.53,4.86,8.45,3.53,99.76,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2690,25,2.83,2.42,6.39,9.1,2.54,43.99,High,TikTok,3,0,Alto consumo / Alto rendimiento
2691,32,3.34,2.73,5.93,3.6,3.32,59.56,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2692,37,2.53,4.43,4.89,3.89,1.68,42.21,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2693,26,4.57,2.2,6.25,1.91,4.07,90.37,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2694,20,4.81,4.45,6.11,7.97,5.68,85.34,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
2695,34,4.7,8.55,4.66,3.48,9.5,81.02,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
2696,37,4.47,2.61,4.66,5.33,4.12,52.87,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
2697,44,1.62,6.37,7.24,9.36,1.28,82.46,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2698,27,2.36,11.13,7.53,7.77,4.26,61.32,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2699,34,3.08,9.91,8.71,1.47,8.36,92.11,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2700,30,2.32,5.05,4.44,1.07,4.06,51.97,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
2701,32,4.65,11.25,4.59,8.09,3.63,53.07,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
2702,24,2.31,5.3,4.26,5.97,9.27,97.64,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
2703,42,1.26,2.73,6.66,7.48,3.68,71.02,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
2704,37,2.69,11.94,7.11,2.41,9.73,66.78,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2705,22,5.89,10.7,6.02,8.85,8.49,61.1,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2706,32,1.74,6.66,7.99,7.96,7.16,89.87,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2707,35,3.87,8.66,7.43,9.02,6.38,61.16,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2708,15,2.88,8.71,8.93,4.07,3.02,61.37,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
2709,37,0.89,3.94,4.69,3.48,7.57,47.4,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2710,22,3.18,4.0,4.29,2.37,4.12,71.24,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2711,43,4.36,6.7,5.37,9.37,5.37,95.42,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2712,20,3.32,11.12,4.1,2.59,1.94,97.45,Low,Instagram Reels,1,1,Alto consumo / Bajo rendimiento
2713,19,5.3,2.1,8.66,2.07,3.67,99.73,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
2714,29,2.09,9.83,5.52,2.73,5.76,68.38,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2715,36,0.97,2.58,6.76,7.94,5.21,86.5,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
2716,29,5.65,6.78,5.59,9.01,4.09,73.15,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2717,16,2.58,8.38,5.23,8.3,5.25,72.88,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2718,15,3.67,8.87,4.76,6.07,7.7,88.37,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
2719,37,4.86,2.58,5.6,9.94,5.13,90.12,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
2720,37,2.28,6.19,7.08,1.62,5.56,41.19,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2721,40,4.44,7.84,8.86,8.8,7.31,96.57,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2722,25,1.24,2.66,6.79,4.85,8.57,89.38,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2723,24,2.1,3.35,6.66,5.1,5.74,83.27,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
2724,44,1.3,8.64,4.18,2.15,9.53,91.12,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2725,32,4.96,7.22,8.2,1.3,4.18,72.24,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2726,32,1.72,3.62,4.22,3.85,3.27,86.4,High,TikTok,3,3,Alto consumo / Bajo rendimiento
2727,31,4.45,7.35,8.53,2.57,7.24,75.92,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2728,40,5.69,11.13,6.69,5.35,2.58,72.58,High,TikTok,3,0,Alto consumo / Alto rendimiento
2729,22,3.4,2.16,4.84,2.33,9.1,52.7,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
2730,29,3.47,8.43,6.26,2.24,4.48,90.84,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2731,22,3.04,2.74,8.97,8.89,7.28,93.03,High,TikTok,3,0,Alto consumo / Alto rendimiento
2732,31,2.29,2.06,5.53,9.29,6.13,98.27,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2733,26,3.12,3.51,5.35,9.68,1.49,47.23,Medium,TikTok,2,2,Bajo consumo / Alto rendimiento
2734,41,3.82,6.23,4.59,7.12,7.38,57.49,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2735,22,5.92,10.02,6.99,7.94,8.11,81.12,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2736,39,5.66,4.82,4.45,8.52,9.84,91.31,High,TikTok,3,0,Alto consumo / Alto rendimiento
2737,28,5.24,8.26,7.83,6.93,4.75,85.08,High,TikTok,3,0,Alto consumo / Alto rendimiento
2738,18,5.39,6.11,8.6,3.97,5.53,67.34,High,TikTok,3,3,Alto consumo / Bajo rendimiento
2739,15,3.07,4.34,8.66,2.41,8.87,83.56,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2740,15,4.12,7.14,4.54,3.14,3.42,44.33,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
2741,33,5.42,9.97,6.79,8.56,2.7,79.75,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
2742,30,2.66,10.32,4.49,7.26,2.2,40.48,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2743,28,5.79,10.47,6.86,5.1,9.8,42.85,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
2744,35,2.79,5.39,8.07,1.26,3.43,85.44,Medium,TikTok,2,3,Alto consumo / Bajo rendimiento
2745,30,3.81,9.93,6.69,3.4,7.82,68.66,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2746,19,4.4,4.12,8.36,7.56,5.05,43.57,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2747,23,5.73,9.38,8.01,5.61,3.17,68.91,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
2748,40,1.85,11.48,5.38,4.92,9.22,43.77,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2749,44,4.6,2.14,7.15,3.82,5.17,60.76,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2750,42,3.36,6.4,4.04,6.46,6.09,49.44,High,TikTok,3,0,Alto consumo / Alto rendimiento
2751,16,1.98,8.48,5.98,9.7,3.0,53.16,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
2752,32,4.77,9.02,5.19,9.11,3.92,51.74,Medium,YouTube Shorts,2,0,Alto consumo / Alto rendimiento
2753,20,3.54,3.76,8.69,1.27,7.73,62.31,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2754,23,4.14,11.72,6.03,5.33,4.09,46.47,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
2755,15,2.28,8.15,7.27,3.97,5.55,71.66,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2756,23,3.15,3.64,7.66,5.6,2.03,64.43,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2757,39,3.9,2.21,7.87,6.46,8.65,90.39,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2758,30,2.73,9.83,7.68,2.8,7.64,89.56,High,TikTok,3,3,Alto consumo / Bajo rendimiento
2759,27,1.59,2.8,5.45,8.03,7.85,89.46,Low,YouTube Shorts,1,2,Bajo consumo / Alto rendimiento
2760,23,5.79,3.41,7.43,5.28,2.6,68.18,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
2761,35,3.31,7.75,6.75,9.93,5.46,57.45,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2762,27,4.54,8.04,6.99,1.23,1.25,64.92,Medium,Instagram Reels,2,3,Alto consumo / Bajo rendimiento
2763,23,2.76,8.87,4.0,2.71,3.84,81.24,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2764,25,2.45,5.94,5.29,7.21,4.13,71.79,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
2765,18,2.74,9.74,8.65,7.26,9.22,77.46,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
2766,16,2.75,11.74,5.45,6.24,9.94,81.62,Medium,YouTube Shorts,2,1,Alto consumo / Bajo rendimiento
2767,43,3.49,4.71,6.19,9.75,6.56,95.1,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2768,20,3.49,9.03,4.93,4.74,5.65,96.64,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2769,28,3.23,11.28,4.69,4.75,4.96,90.43,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2770,18,1.24,8.86,5.04,9.19,1.16,43.9,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
2771,20,3.23,8.81,6.77,5.85,8.2,98.76,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
2772,33,1.43,4.24,8.6,4.18,7.05,82.22,High,YouTube Shorts,3,3,Alto consumo / Bajo rendimiento
2773,20,1.19,7.35,5.63,7.47,6.84,81.6,Low,YouTube Shorts,1,1,Alto consumo / Bajo rendimiento
2774,16,5.63,7.63,5.62,6.58,8.28,41.39,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
2775,32,3.83,9.0,6.82,3.76,9.35,68.76,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
2776,27,4.13,11.97,5.78,3.68,4.51,77.59,High,TikTok,3,3,Alto consumo / Bajo rendimiento
2777,23,2.71,2.34,8.55,4.56,4.84,56.71,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
2778,37,5.5,2.65,5.89,1.64,9.78,44.99,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2779,33,4.01,2.78,6.45,9.48,6.98,71.95,High,TikTok,3,0,Alto consumo / Alto rendimiento
2780,27,4.73,9.43,6.67,2.65,8.66,66.78,Medium,Instagram Reels,2,1,Alto consumo / Bajo rendimiento
2781,25,2.53,3.36,7.91,2.74,2.99,42.64,High,TikTok,3,3,Alto consumo / Bajo rendimiento
2782,15,5.78,8.22,6.82,6.82,3.85,71.17,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2783,38,5.01,5.25,5.2,7.52,4.52,46.46,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2784,44,5.2,6.57,4.62,7.63,3.85,65.47,High,TikTok,3,0,Alto consumo / Alto rendimiento
2785,36,1.45,4.16,8.69,4.38,8.96,56.22,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2786,21,1.99,10.66,8.01,8.86,5.6,98.23,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2787,39,2.07,7.86,4.11,5.9,9.58,42.08,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2788,35,1.99,11.45,8.11,4.95,3.89,73.6,Medium,TikTok,2,1,Alto consumo / Bajo rendimiento
2789,29,5.2,7.75,6.95,8.29,1.34,49.12,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2790,15,0.68,3.24,6.59,3.19,2.24,59.16,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2791,26,0.92,3.71,4.06,8.74,2.95,51.03,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2792,40,2.01,11.89,7.9,5.85,6.76,99.71,High,TikTok,3,0,Alto consumo / Alto rendimiento
2793,21,1.6,9.26,4.99,9.1,2.63,41.94,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
2794,29,1.78,2.49,7.64,2.81,4.43,72.48,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2795,35,4.89,9.04,4.08,9.42,8.16,76.48,Low,TikTok,1,1,Alto consumo / Bajo rendimiento
2796,33,3.6,6.12,7.98,7.19,2.12,86.33,Medium,TikTok,2,0,Alto consumo / Alto rendimiento
2797,42,0.53,5.07,4.12,6.56,1.72,77.56,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2798,43,2.86,3.54,5.18,4.8,5.86,53.88,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2799,39,2.74,10.4,5.34,9.61,7.28,75.88,High,YouTube Shorts,3,0,Alto consumo / Alto rendimiento
2800,15,1.13,2.64,4.79,5.0,9.2,98.5,Low,Instagram Reels,1,2,Bajo consumo / Alto rendimiento
2801,31,4.22,4.9,6.41,5.49,6.96,90.91,Medium,Instagram Reels,2,2,Bajo consumo / Alto rendimiento
2802,31,4.36,5.06,5.42,8.03,9.52,67.21,Medium,YouTube Shorts,2,2,Bajo consumo / Alto rendimiento
2803,17,4.46,3.61,8.97,3.56,3.2,68.64,Low,TikTok,1,2,Bajo consumo / Alto rendimiento
2804,26,4.51,7.08,6.9,3.62,4.08,47.97,High,Instagram Reels,3,3,Alto consumo / Bajo rendimiento
2805,20,0.5,2.12,6.83,7.98,8.55,74.2,High,TikTok,3,0,Alto consumo / Alto rendimiento
2806,40,5.75,5.01,5.1,2.16,8.3,56.81,Medium,YouTube Shorts,2,3,Alto consumo / Bajo rendimiento
2807,25,4.98,11.34,6.04,8.41,6.98,46.49,Medium,Instagram Reels,2,0,Alto consumo / Alto rendimiento
2808,17,5.47,5.11,4.62,6.63,5.55,68.45,High,Instagram Reels,3,0,Alto consumo / Alto rendimiento
